LGA_CODE,RR_bushfire,RR_cyclone,RR_earthquake,RR_flood,RR_landslide,RR_storm
10050,0.14285714285714285,0.0,0.0,7.0,0.0,0.3333333333333333
10180,0.26666666666666666,0.0,0.0,1.714285714285714,0.0,1.111111111111111
10250,0.0625,0.0,0.0,4.666666666666665,0.0,1.4285714285714286
10300,0.0,0.0,0.0,inf,0.0,0.49999999999999994
10470,0.5555555555555556,0.0,0.0,1.8000000000000003,0.0,0.75
10500,0.0,0.0,0.0,4.000000000000001,0.0,4.000000000000001
10550,0.26666666666666666,0.0,0.0,2.7999999999999994,0.0,1.3750000000000002
10600,0.0625,0.0,0.0,15.999999999999996,0.0,1.125
10650,0.11111111111111112,0.0,0.0,2.333333333333333,0.0,1.0
10750,0.09090909090909091,0.0,0.0,3.0,0.0,3.0
10800,0.18181818181818182,0.0,0.0,3.333333333333334,0.0,0.625
10850,0.37499999999999994,0.0,0.0,2.666666666666667,0.0,0.8333333333333334
10900,1.125,0.0,0.0,0.5454545454545455,0.0,0.7
10950,0.19999999999999998,0.0,0.0,5.000000000000002,0.0,1.0
11150,0.22222222222222224,0.0,0.0,4.500000000000002,0.0,0.37499999999999994
11200,0.3076923076923077,0.0,0.0,2.4000000000000004,0.0,0.7
11250,0.0,0.0,0.0,1.9999999999999998,0.0,1.9999999999999998
11300,0.0,0.0,0.0,inf,0.0,inf
11350,0.07142857142857142,0.0,0.0,4.000000000000001,0.0,1.4999999999999998
11400,0.3571428571428571,0.0,0.0,1.714285714285714,0.0,1.111111111111111
11450,0.0,0.0,0.0,7.9999999999999964,0.0,7.9999999999999964
11500,0.0,0.0,0.0,2.333333333333333,0.0,9.000000000000002
11520,0.0,0.0,0.0,1.9999999999999998,0.0,inf
11570,0.0,0.0,0.0,3.0,0.0,10.999999999999995
11600,0.125,0.0,0.0,7.9999999999999964,0.0,0.2857142857142857
11650,0.15789473684210525,0.0,0.0,2.666666666666667,0.0,2.1428571428571423
11700,0.30000000000000004,0.0,0.0,3.333333333333334,0.0,0.625
11720,1.111111111111111,0.0,0.0,0.5833333333333334,0.0,0.5833333333333334
11730,0.4285714285714286,0.0,0.0,1.727272727272727,0.0,0.7647058823529412
11750,0.39999999999999997,0.0,0.0,2.5,0.0,0.5555555555555556
11800,0.23076923076923078,0.0,0.0,3.0,0.0,1.2857142857142858
12000,0.3333333333333333,0.0,0.0,3.0,0.0,0.3333333333333333
12150,0.22222222222222224,0.0,0.0,4.500000000000002,0.0,1.75
12160,0.3333333333333333,0.0,0.0,2.2,0.0,0.6
12350,0.4285714285714286,0.0,0.0,2.333333333333333,0.0,0.6666666666666667
12380,0.0,0.0,0.0,2.5,0.0,5.999999999999997
12390,0.37499999999999994,0.0,0.0,1.75,0.0,0.8333333333333334
12700,0.3076923076923077,0.0,0.0,1.4285714285714286,0.0,1.125
12730,0.14285714285714285,0.0,0.0,7.0,0.0,0.3333333333333333
12750,0.25,0.0,0.0,1.4999999999999998,0.0,1.8571428571428574
12850,0.0,0.0,0.0,7.0,0.0,7.0
12870,0.22222222222222224,0.0,0.0,2.666666666666667,0.0,0.5714285714285715
12900,0.25,0.0,0.0,4.000000000000001,0.0,0.6666666666666667
12930,0.0,0.0,0.0,5.000000000000002,0.0,5.000000000000002
12950,0.09090909090909091,0.0,0.0,10.999999999999995,0.0,1.9999999999999998
13010,0.2142857142857143,0.0,0.0,3.249999999999999,0.0,0.8888888888888888
13310,0.2142857142857143,0.0,0.0,2.4000000000000004,0.0,1.125
13340,0.30000000000000004,0.0,0.0,2.25,0.0,0.625
13450,0.16666666666666666,0.0,0.0,5.999999999999997,0.0,0.39999999999999997
13550,0.1,0.0,0.0,9.999999999999996,0.0,0.5714285714285715
13660,0.7999999999999999,0.0,0.0,1.0,0.0,0.38461538461538464
13800,0.3333333333333333,0.0,0.0,1.2857142857142858,0.0,1.0
13850,0.14285714285714285,0.0,0.0,7.0,0.0,0.3333333333333333
13910,0.15384615384615383,0.0,0.0,4.000000000000001,0.0,1.4999999999999998
14000,0.0,0.0,0.0,1.4000000000000001,0.0,10.999999999999995
14100,0.0,0.0,0.0,1.9999999999999998,0.0,inf
14170,0.0,0.0,0.0,2.5,0.0,5.999999999999997
14220,0.18181818181818182,0.0,0.0,5.5,0.0,1.1666666666666665
14300,0.25,0.0,0.0,4.000000000000001,0.0,0.25
14350,0.6666666666666667,0.0,0.0,1.272727272727273,0.0,0.6666666666666667
14400,0.11111111111111112,0.0,0.0,1.4999999999999998,0.0,4.000000000000001
14500,0.125,0.0,0.0,1.2500000000000002,0.0,3.5000000000000004
14550,0.3333333333333333,0.0,0.0,3.0,0.0,0.6666666666666667
14600,0.16666666666666666,0.0,0.0,3.6666666666666665,0.0,1.3333333333333333
14650,0.4285714285714286,0.0,0.0,1.0,0.0,1.4999999999999998
14700,0.0,0.0,0.0,1.0,0.0,inf
14750,0.14285714285714285,0.0,0.0,7.0,0.0,0.3333333333333333
14850,0.1,0.0,0.0,4.500000000000002,0.0,1.4444444444444446
14870,0.4285714285714286,0.0,0.0,1.2222222222222225,0.0,1.0
14900,0.08333333333333333,0.0,0.0,2.25,0.0,3.333333333333334
14920,0.18181818181818182,0.0,0.0,3.333333333333334,0.0,0.8571428571428572
14950,0.2857142857142857,0.0,0.0,3.5000000000000004,0.0,0.49999999999999994
15050,0.22222222222222224,0.0,0.0,2.666666666666667,0.0,1.1999999999999997
15240,0.6666666666666667,0.0,0.0,1.0,0.0,0.6666666666666667
15270,0.75,0.0,0.0,1.0,0.0,0.39999999999999997
15300,0.3333333333333333,0.0,0.0,3.0,0.0,0.45454545454545453
15350,0.0,0.0,0.0,1.9999999999999998,0.0,inf
15520,0.19999999999999998,0.0,0.0,5.000000000000002,0.0,0.19999999999999998
15560,0.14285714285714285,0.0,0.0,7.0,0.0,0.14285714285714285
15650,0.75,0.0,0.0,0.909090909090909,0.0,0.49999999999999994
15700,0.15789473684210525,0.0,0.0,4.500000000000002,0.047619047619047616,1.4444444444444446
15750,0.8333333333333334,0.0,0.0,1.0,0.0,0.4666666666666666
15800,0.125,0.0,0.0,7.9999999999999964,0.0,0.49999999999999994
15850,0.08333333333333333,0.0,0.0,12.000000000000009,0.0,1.6000000000000003
15900,0.25,0.0,0.0,2.333333333333333,0.0,1.4999999999999998
15950,0.0,0.0,0.0,inf,0.0,inf
15990,0.0,0.0,0.0,1.75,0.0,9.999999999999996
16100,0.39999999999999997,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333
16150,0.25,0.0,0.0,4.000000000000001,0.0,1.4999999999999998
16200,0.3076923076923077,0.0,0.0,2.4000000000000004,0.0,1.125
16260,0.0,0.0,0.0,7.0,0.0,7.0
16350,0.2727272727272727,0.0,0.0,1.3333333333333333,0.0,1.8000000000000003
16380,0.7058823529411764,0.0,0.0,0.9333333333333335,0.0,0.7058823529411764
16400,0.49999999999999994,0.0,0.0,1.0,0.0,1.0
16490,0.3333333333333333,0.0,0.0,2.2,0.0,0.7777777777777778
16550,0.0,0.0,0.0,1.9999999999999998,0.0,inf
16610,0.29411764705882354,0.0,0.0,2.666666666666667,0.0,1.0
16700,0.0,0.0,0.0,inf,0.0,4.000000000000001
16900,0.0,0.0,0.0,2.25,0.0,3.333333333333334
16950,0.27777777777777773,0.0,0.0,1.2999999999999998,0.0,1.875
17000,1.5714285714285718,0.0,0.0,0.49999999999999994,0.0,0.38461538461538464
17040,0.3333333333333333,0.0,0.0,2.2,0.0,0.7777777777777778
17080,0.3076923076923077,0.0,0.0,1.8333333333333337,0.0,0.8888888888888888
17100,0.0,0.0,0.0,3.0,0.0,3.0
17150,0.2727272727272727,0.0,0.0,1.3333333333333333,0.0,2.5
17200,0.0,0.0,0.0,1.9999999999999998,0.0,inf
17310,0.4615384615384615,0.0,0.0,2.166666666666667,0.0,0.7272727272727272
17350,0.16666666666666666,0.0,0.0,5.999999999999997,0.0,0.75
17400,0.5384615384615384,0.0,0.0,1.4999999999999998,0.0,0.6666666666666667
17420,0.07692307692307691,0.0,0.0,1.8000000000000003,0.0,3.6666666666666665
17550,0.09090909090909091,0.0,0.0,10.999999999999995,0.0,1.4000000000000001
17620,0.6,0.0,0.0,1.0,0.0,0.6
17640,0.3571428571428571,0.0,0.0,1.714285714285714,0.0,1.3750000000000002
17650,0.49999999999999994,0.0,0.0,1.9999999999999998,0.0,0.49999999999999994
17750,0.4285714285714286,0.0,0.0,2.333333333333333,0.0,0.11111111111111112
17850,0.6666666666666667,0.0,0.0,1.4999999999999998,0.0,0.6666666666666667
17900,0.18181818181818182,0.0,0.0,5.5,0.0,0.8571428571428572
17950,0.22222222222222224,0.0,0.0,2.666666666666667,0.0,1.1999999999999997
18020,0.4444444444444445,0.0,0.0,2.25,0.0,0.8571428571428572
18050,0.0,0.0,0.0,2.5,0.0,5.999999999999997
18100,0.25,0.0,0.0,2.333333333333333,0.0,0.6666666666666667
18200,0.0,0.0,0.0,inf,0.0,0.49999999999999994
18250,0.0,0.0,0.0,1.4999999999999998,0.0,4.000000000000001
18350,0.17647058823529413,0.0,0.0,1.0,0.0,3.0
18400,0.30000000000000004,0.0,0.0,1.6000000000000003,0.0,2.25
18450,0.07692307692307691,0.0,0.0,1.0,0.0,3.6666666666666665
18500,0.0,0.0,0.0,3.0,0.0,inf
18710,0.4285714285714286,0.0,0.0,2.333333333333333,0.0,0.4285714285714286
19399,0.49999999999999994,0.0,0.0,1.2500000000000002,0.0,0.49999999999999994
20110,0.3571428571428571,0.0,0.0,2.166666666666667,0.0,1.111111111111111
20260,0.5714285714285715,0.0,0.0,1.1999999999999997,0.0,0.5714285714285715
20570,0.23076923076923078,0.0,0.0,1.6666666666666667,0.0,1.0
20660,0.0,0.0,0.0,1.0,0.0,1.9999999999999998
20740,0.07142857142857142,0.0,0.0,1.4999999999999998,0.0,1.9999999999999998
20830,0.24242424242424243,0.0,0.0,0.5769230769230769,0.0,2.727272727272727
20910,0.0,0.0,0.0,1.0,0.0,5.000000000000002
21010,0.15384615384615383,0.0,0.0,1.4999999999999998,0.0,1.4999999999999998
21110,0.0,0.0,0.0,2.5,0.0,2.5
21180,0.0,0.0,0.0,0.6666666666666667,0.0,1.4999999999999998
21270,0.0,0.0,0.0,inf,0.0,0.39999999999999997
21370,0.22222222222222224,0.0,0.0,2.666666666666667,0.0,0.8333333333333334
21450,0.2142857142857143,0.0,0.0,0.8888888888888888,0.0,2.4000000000000004
21610,0.14285714285714285,0.0,0.0,1.0,0.0,1.6666666666666667
21670,0.0,0.0,0.0,3.5000000000000004,0.0,0.7999999999999999
21750,0.16666666666666666,0.0,0.0,1.3333333333333333,0.0,2.5
21830,0.4285714285714286,0.0,0.0,2.333333333333333,0.0,1.0
21890,0.0,0.0,0.0,1.0,0.0,3.0
22110,0.3076923076923077,0.0,0.0,1.2666666666666668,0.0,1.0
22170,0.0,0.0,0.0,0.49999999999999994,0.0,7.9999999999999964
22250,0.0,0.0,0.0,inf,0.0,0.19999999999999998
22310,0.0,0.0,0.0,1.4999999999999998,0.0,4.000000000000001
22410,0.30000000000000004,0.0,0.0,1.1666666666666665,0.0,0.625
22490,0.25,0.0,0.0,2.333333333333333,0.0,0.4285714285714286
22620,0.15384615384615383,0.0,0.0,1.9999999999999998,0.0,1.1428571428571428
22670,0.19999999999999998,0.0,0.0,1.0,0.0,1.9999999999999998
22750,0.0,0.0,0.0,10.999999999999995,0.0,1.0
22830,0.07692307692307691,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333
22910,0.07142857142857142,0.0,0.0,1.4999999999999998,0.0,1.4999999999999998
22980,0.39999999999999997,0.0,0.0,2.5,0.0,0.16666666666666666
23110,0.0,0.0,0.0,0.49999999999999994,0.0,5.000000000000002
23190,0.6666666666666667,0.0,0.0,1.4999999999999998,0.0,0.25
23270,0.08333333333333333,0.0,0.0,3.333333333333334,0.0,2.25
23350,0.4444444444444445,0.0,0.0,1.6000000000000003,0.0,0.625
23430,0.0,0.0,0.0,1.4999999999999998,0.0,4.000000000000001
23670,0.0,0.0,0.0,1.9999999999999998,0.0,7.9999999999999964
23810,0.3157894736842105,0.0,0.0,1.0833333333333335,0.0,1.0833333333333335
23940,0.0,0.0,0.0,inf,0.0,0.6
24130,0.21052631578947367,0.0,0.0,0.7692307692307692,0.0,2.8333333333333326
24210,0.16666666666666666,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333
24250,0.2727272727272727,0.0,0.07692307692307691,1.8000000000000003,0.0,0.75
24330,0.0,0.0,0.0,1.9999999999999998,0.0,0.49999999999999994
24410,0.0,0.0,0.0,1.6666666666666667,0.0,3.0
24600,0.0,0.0,0.0,1.9999999999999998,0.0,0.49999999999999994
24650,0.0,0.0,0.0,1.4999999999999998,0.0,1.4999999999999998
24780,0.16666666666666666,0.0,0.0,2.5,0.0,0.75
24850,0.49999999999999994,0.0,0.0,1.0,0.0,0.7999999999999999
24900,0.22222222222222224,0.0,0.0,1.75,0.0,0.8333333333333334
24970,0.0,0.0,0.0,0.6666666666666667,0.0,4.000000000000001
25060,0.0,0.0,0.0,1.3333333333333333,0.0,2.5
25150,0.1,0.0,0.0,1.1999999999999997,0.0,2.666666666666667
25250,0.0,0.0,0.0,0.49999999999999994,0.0,1.9999999999999998
25340,0.19999999999999998,0.0,0.0,1.2500000000000002,0.0,1.5714285714285718
25430,0.09090909090909091,0.0,0.0,3.0,0.0,1.0
25490,0.2857142857142857,0.0,0.0,1.9999999999999998,0.0,1.2500000000000002
25620,0.3076923076923077,0.0,0.0,1.4285714285714286,0.0,0.8888888888888888
25710,0.14285714285714285,0.0,0.0,1.0,0.0,3.0
25810,0.30000000000000004,0.0,0.0,2.25,0.0,0.4444444444444445
25900,0.0,0.0,0.0,1.4999999999999998,0.0,4.000000000000001
25990,0.13333333333333333,0.0,0.0,1.8333333333333337,0.0,1.125
26080,0.0,0.0,0.0,0.6666666666666667,0.0,inf
26170,0.18518518518518517,0.0,0.0,0.8823529411764706,0.0,1.6666666666666667
26260,1.1999999999999997,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334
26350,0.0,0.0,0.0,1.9999999999999998,0.0,1.9999999999999998
26430,0.3333333333333333,0.0,0.0,1.9999999999999998,0.0,0.7142857142857144
26490,0.19999999999999998,0.0,0.0,3.0,0.0,0.7142857142857144
26610,0.0,0.0,0.0,inf,0.0,0.19999999999999998
26670,0.13333333333333333,0.0,0.0,4.666666666666665,0.0,1.8333333333333337
26700,0.25,0.0,0.0,1.4999999999999998,0.0,1.4999999999999998
26730,0.16666666666666666,0.0,0.0,2.5,0.0,1.3333333333333333
26810,0.41666666666666674,0.0,0.030303030303030304,0.8888888888888888,0.0,0.7894736842105263
26890,0.7999999999999999,0.0,0.0,1.2500000000000002,0.0,0.49999999999999994
26980,0.0,0.0,0.0,1.9999999999999998,0.0,5.000000000000002
27070,0.3333333333333333,0.0,0.0,0.7142857142857144,0.0,1.4000000000000001
27170,0.25,0.0,0.0,1.9999999999999998,0.0,0.875
27260,0.0,0.0,0.0,5.000000000000002,0.0,0.49999999999999994
27350,0.0,0.0,0.0,0.6666666666666667,0.0,1.4999999999999998
27450,0.11764705882352941,0.0,0.0,0.6521739130434783,0.0,2.7999999999999994
27630,0.16666666666666666,0.0,0.0,5.999999999999997,0.0,0.39999999999999997
29399,1.9999999999999998,0.0,0.0,0.49999999999999994,0.0,0.0
30250,0.0,0.4615384615384615,0.0,1.3750000000000002,0.0,1.111111111111111
30300,0.09090909090909091,0.19999999999999998,0.0,1.9999999999999998,0.0,1.0
30370,0.15384615384615383,0.25,0.0,1.9999999999999998,0.0,0.875
30410,0.06666666666666667,0.06666666666666667,0.0,1.2857142857142858,0.0,1.0
30450,0.047619047619047616,0.1,0.0,1.4444444444444446,0.0,0.8333333333333334
30760,0.07692307692307691,0.07692307692307691,0.0,1.8000000000000003,0.0,0.75
30900,0.05555555555555555,0.11764705882352941,0.0,1.714285714285714,0.0,0.7272727272727272
31000,0.08333333333333333,0.30000000000000004,0.0,1.1666666666666665,0.0,1.6000000000000003
31750,0.0625,0.13333333333333333,0.0,1.8333333333333337,0.0,0.5454545454545455
31820,0.2727272727272727,0.39999999999999997,0.0,1.0,0.0,0.75
31900,0.058823529411764705,0.6363636363636364,0.0,1.5714285714285718,0.0,0.7999999999999999
31950,0.05555555555555555,0.4615384615384615,0.0,1.111111111111111,0.0,0.8999999999999998
32080,0.0,0.875,0.0,1.4999999999999998,0.0,0.875
32250,0.04545454545454545,0.5333333333333333,0.0,1.2999999999999998,0.0,0.7692307692307692
32260,0.052631578947368425,0.6666666666666667,0.0,1.2222222222222225,0.0,1.0
32270,0.13333333333333333,0.2142857142857143,0.0,1.8333333333333337,0.0,1.125
32310,0.08333333333333333,0.30000000000000004,0.0,1.6000000000000003,0.0,0.625
32330,0.0,1.0,0.0,3.0,0.0,1.0
32450,0.05555555555555555,0.3571428571428571,0.0,1.714285714285714,0.0,0.8999999999999998
32500,0.04,0.5294117647058824,0.0,1.888888888888889,0.0,1.0
32600,0.0625,0.5454545454545455,0.0,1.8333333333333337,0.0,0.8888888888888888
32750,0.07142857142857142,0.15384615384615383,0.0,1.4999999999999998,0.0,1.1428571428571428
32770,0.0,0.7777777777777778,0.0,1.6666666666666667,0.0,0.7777777777777778
32810,0.0,0.7777777777777778,0.0,1.6666666666666667,0.0,0.7777777777777778
33100,0.13333333333333333,0.3076923076923077,0.0,1.4285714285714286,0.0,0.7
33200,0.06666666666666667,0.06666666666666667,0.0,1.6666666666666667,0.0,1.2857142857142858
33220,0.25,0.3636363636363636,0.0,0.875,0.0,0.875
33360,0.30000000000000004,0.30000000000000004,0.0,1.1666666666666665,0.0,0.8571428571428572
